,job_title,company_name,experience,when_posted,job_url
1046,Telecaller(Female)_Real Estate Industry_Navi Mumbai_15 K,Seven consultancy,0 to 4 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/telecallerfemale_real-estate-industry_navi-mumbai_-k/seven-consultancy/11230684/
1047,Seniour Durability Engineer,Hiring booster Staffing Services Hiring For Global MNC Car Mfg. company,3 to 8 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/seniour-durability-engineer/hiring-booster-staffing-services/11230676/
1048,Resident Medical Officer (No of Opening-3),SOLTANT CONSULTANTS PRIVATE LIMITED,1 to 3 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/resident-medical-officer-no-of-opening-3/soltant-consultants-private-limited/11230642/
1049,Senior Engineer - EAI - Integration PC,Hiring booster Staffing Services Hiring For Global MNC into Car Mnfg. segment,3 to 8 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/senior-engineer-eai-integration-pc/hiring-booster-staffing-services/11230638/
1050,Construction engineer,Amsa Praveen Kumar Hiring For Afcons Infrastructure Limited,1 to 5 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/construction-engineer/amsa-praveen-kumar/11215208/
1051,Electrical Engineer,Amsa Praveen Kumar Hiring For Afcons Infrastructure Limited,1 to 5 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/electrical-engineer/amsa-praveen-kumar/11223593/
1052,Civil Engineer,Amsa Praveen Kumar Hiring For Afcons Infrastructure Limited,1 to 5 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/civil-engineer/amsa-praveen-kumar/11223579/
1053,Electrical Project Manager,Amsa Praveen Kumar Hiring For Afcons Infrastructure Limited,1 to 5 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/electrical-project-manager/amsa-praveen-kumar/11203890/
1054,Accounts Manager,Amsa Praveen Kumar Hiring For Exotic Buildcon Pvt Ltd,0 to 5 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/accounts-manager/amsa-praveen-kumar/11209280/
1055,Electrical Engineer,Amsa Praveen Kumar Hiring For Afcons Infrastructure Limited,1 to 5 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/electrical-engineer/amsa-praveen-kumar/11212248/
1056,Welder Fabricator,Amsa Praveen Kumar Hiring For Afcons Infrastructure Limited,1 to 5 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/welder-fabricator/amsa-praveen-kumar/11214692/
1057,Offline Typing / Part time /work From Home -amazement,Amazement online Services LLP,0 to 3 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/offline-typing-part-time-work-from-home-amazement/amazement-online-services-llp/11008259/
1058,Offline English Typing Data Entry Work By Amazement,Amazement online Services LLP,0 to 3 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/offline-english-typing-data-entry-work-by-amazement/amazement-online-services-llp/10840926/
1059,Part Time| Freelance work for all data entry project,Amazement online Services LLP,0 to 2 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/part-time-freelance-work-for-all-data-entry-project/amazement-online-services-llp/10832802/
1060,React.Js Developer,Talent Corner Hr Services Pvt Ltd,2 to 6 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/reactjs-developer/talent-corner-hr-services-pvt-ltd/11230574/
1061,Maintenance Engineer,Harsh Vardhan Singh Chundawat Hiring For imperial,1 to 6 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/maintenance-engineer/harsh-vardhan-singh-chundawat/11230551/
1062,Logistics Coordinator,Radhey Recruiter Hiring For jk global,3 to 8 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/logistics-coordinator/radhey-recruiter/11230539/
1063,Telecom Engineer,WB Consultancy Services Hiring For Petroleum Geo-Services,10 to 20 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/telecom-engineer/wb-consultancy-services/11230509/
1064,Headmistress,Indraprastha Public School,5 to 10 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/headmistress/indraprastha-public-school/11220038/
1065,power plant operator,WB Consultancy Services Hiring For Petroleum Geo-Services,10 to 20 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/power-plant-operator/wb-consultancy-services/11230504/
1066,Telemarketing Executive,PIONEERS,0 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/telemarketing-executive/pioneers/11230503/
1067,Project managers,WB Consultancy Services Hiring For Petroleum Geo-Services,10 to 20 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/project-managers/wb-consultancy-services/11230502/
1068,maritime engineer,WB Consultancy Services Hiring For Petroleum Geo-Services,10 to 20 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/maritime-engineer/wb-consultancy-services/11230499/
1069,safety engineer,WB Consultancy Services Hiring For Petroleum Geo-Services,10 to 20 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/safety-engineer/wb-consultancy-services/11230493/
1070,"AREA sales Manager for a liquor company for MUMBAI , Haryana, Telangana Tamilnad",Visishta Consulting Hiring For reputed Liquor trading company,5 to 10 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/area-sales-manager-for-a-liquor-company-for-mumbai-haryana-telangana-tamilnad/visishta-consulting/11230492/
1071,Category Head /Manager- Advertising / Media (Ad sales with Radio Segment),Rainbow Jobs,4 to 9 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/category-head-manager-advertising-media-ad-sales-with-radio-segment/rainbow-jobs/11230224/
1072,Category HeadElectronics-B2B Sales (Tie-up with electronic companies segment),Rainbow Jobs,4 to 9 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/category-headelectronics-b2b-sales-tie-up-with-electronic-companies-segment/rainbow-jobs/11230199/
1073,Conservation planner,Pathak Recruitment Services,12 to 22 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/conservation-planner/pathak-recruitment-services/11230130/
1074,Soil and plant scientist,Pathak Recruitment Services,11 to 21 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/soil-and-plant-scientist/pathak-recruitment-services/11230129/
1075,Agricultural economist,Pathak Recruitment Services,10 to 20 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/agricultural-economist/pathak-recruitment-services/11230128/
1076,vacancy shipping officer,WB Consultancy Services Hiring For Petroleum Geo-Services,9 to 14 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/vacancy-shipping-officer/wb-consultancy-services/11230123/
1077,vacancy Senior Project Manager,WB Consultancy Services Hiring For Petroleum Geo-Services,10 to 20 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/vacancy-senior-project-manager/wb-consultancy-services/11230121/
1078,vacancy power plant manager,WB Consultancy Services Hiring For Petroleum Geo-Services,10 to 20 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/vacancy-power-plant-manager/wb-consultancy-services/11230120/
1079,warehouse manager,WB Consultancy Services Hiring For Petroleum Geo-Services,9 to 14 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/warehouse-manager/wb-consultancy-services/11230119/
1080,Data Processing Executive,WB Consultancy Services Hiring For hotel company,7 to 12 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/data-processing-executive/wb-consultancy-services/11230118/
1081,restaurant supervisor,WB Consultancy Services Hiring For hotel company,9 to 14 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/restaurant-supervisor/wb-consultancy-services/11230117/
1082,room service manager,WB Consultancy Services Hiring For hotel company,7 to 12 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/room-service-manager/wb-consultancy-services/11230115/
1083,vacancies Bartender,WB Consultancy Services Hiring For hotel company,7 to 12 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/vacancies-bartender/wb-consultancy-services/11230114/
1084,Dining Room Head Waiter,WB Consultancy Services Hiring For hotel company,8 to 13 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/dining-room-head-waiter/wb-consultancy-services/11230113/
1085,Maintenance Engineer,Malwal Solutions Hiring For manufacturing/pharma/chemical,2 to 6 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/maintenance-engineer/malwal-solutions/11230103/
1086,Social Media Intern- Freelancing,F2 FUN AND FITNESS (INDIA) PRIVATE LIMITED.,0 to 5 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/social-media-intern-freelancing/f2-fun-and-fitness-india-private-limited/11229996/
1087,Senior Software Engineer,ANIAAZ CONSULTING PRIVATE LIMITED,3 to 8 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/senior-software-engineer/aniaaz-consulting-private-limited/11229988/
1088,Student Visa Counsellor,Haren chemicals agency,3 to 8 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/student-visa-counsellor/haren-chemicals-agency/11198010/
1089,Area Sales Manager,Seema Sharma Hiring For PK geotech,4 to 8 Yrs,"Feb 12, 2021",https://www.shine.com/jobs/area-sales-manager/seema-sharma/11230109/
1090,Data Entry Executive,Sigma Bright Solutions,0 to 3 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/data-entry-executive/sigma-bright-solutions/11229997/
1091,Technical  Sales Engineer,O S CONSULTANCY Hiring For O S CONSULTANCY,1 to 4 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/technical-sales-engineer/o-s-consultancy/11229979/
1092,Manual Tester,ZippHire Hiring For ZippHire,4 to 9 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/manual-tester/zipphire/11229978/
1093,C++ Developer,ZippHire Hiring For ZippHire,4 to 9 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/c-developer/zipphire/11229977/
1094,Piping & Project Engineer,Suvidya Institute of Technology Pvt Ltd,3 to 7 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/piping-project-engineer/suvidya-institute-of-technology-pvt-ltd/11229973/
1095,.Net Developer,ATHENA SOLUTIONS,4 to 6 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/net-developer/athena-solutions/11229952/
1096,Customer Sales Executive/Telesales - MNC,Makwana Enterprises,1 to 6 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/customer-sales-executivetelesales-mnc/makwana-enterprises/11229948/
1097,dotnet angular developer,Live Connections.,6 to 8 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/dotnet-angular-developer/live-connections/11229942/
1098,Java Developer,Suntime Manpower Consultant Hiring For a reputed IT MNC,3 to 8 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/java-developer/suntime-manpower-consultant/11229933/
1099,Agency Development manager at Over all Mumbai location,Indics Solution,6 to 11 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/agency-development-manager-at-over-all-mumbai-location/indics-solution/11229912/
1100,Territory Manager,ALPHA ONE MANAGEMENT SERVICES.,7 to 12 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/territory-manager/alpha-one-management-services/11188686/
1101,Process Control Engineer,Pathak Recruitment Services,10 to 20 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/process-control-engineer/pathak-recruitment-services/11229863/
1102,"Sales Manager(TL)- Marol, Andheri",DC Consultants,3 to 7 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/sales-managertl-marol-andheri/dc-consultants/11229871/
1103,Hospital Pharmacist,Varun SB Hiring For Varun SB construction building,6 to 11 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/hospital-pharmacist/varun-sb/11229842/
1104,Relationship Manager,SUPRO INFO SOLUTIONS PRIVATE LIMITED,2 to 7 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/relationship-manager/supro-info-solutions-private-limited/11229843/
1105,Back Office Assistant,O S CONSULTANCY Hiring For Chemical House,2 to 7 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/back-office-assistant/o-s-consultancy/11229834/
1106,Urgent Opening for Business Development-Recruitment based at Goregoan Location,Vvinayak Associates Hiring For Leading Consultant Firm,3 to 6 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/urgent-opening-for-business-development-recruitment-based-at-goregoan-location/vvinayak-associates/11229817/
1107,Hospital Business Manager,Varun SB Hiring For Varun SB construction building,3 to 8 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/hospital-business-manager/varun-sb/11229823/
1108,Food & Beverage Attendant,OM SOLUTION.,8 to 13 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/food-beverage-attendant/om-solution/11229807/
1109, | We have urgent opening for E-commerce Executive - mumbai - Kandivali,Team HR GSA Private Limited,0 to 5 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/job-we-have-urgent-opening-for-e-commerce-executive-mumbai-kandivali/team-hr-gsa-private-limited/11229791/
1110,Electrical Field Engineer,Radhey Recruiter Hiring For telegraph,15 to > 25 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/electrical-field-engineer/radhey-recruiter/11229782/
1111,Business Development Executive,Galentic Pharma (India) Pvt. Ltd,3 to 5 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/business-development-executive/galentic-pharma-india-pvt-ltd/11229784/
1112,Data Engineer,Omniwish LLP,4 to 9 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/data-engineer/omniwish-llp/11229779/
1113,banca life insurance,SUPRO INFO SOLUTIONS PRIVATE LIMITED,2 to 7 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/banca-life-insurance/supro-info-solutions-private-limited/11229774/
1114,Sr. Managers Online Sales (E-Commerce) - Food Industry (RTE/Frozen foods),Tresbien HR Consultancy,8 to 13 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/sr-managers-online-sales-e-commerce-food-industry-rtefrozen-foods/tresbien-hr-consultancy/11229753/
1115,Required Store Executive,Gateway Careers Enterprises,0 to 4 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/required-store-executive/gateway-careers-enterprises/11229815/
1116,URGENT HIRING FOR GENERAL MANAGER,Ideal Infotech Solution,0 to 4 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/urgent-hiring-for-general-manager/ideal-infotech-solution/11229733/
1117,Customer Service Executive Urgent  Opening,AB Consultancy Hiring For Freight & Logistics Services,0 to 4 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/customer-service-executive-urgent-job-opening/ab-consultancy/11229717/
1118,Brand Managers (International)-Food Industry,Tresbien HR Consultancy,5 to 10 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/brand-managers-international-food-industry/tresbien-hr-consultancy/11229695/
1119,Quality Controller Urgent Base opening,Lark Consultancy Hiring For golden international plastic,0 to 4 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/quality-controller-urgent-base-opening/lark-consultancy/11229684/
1120,Quality Controller Urgent Base opening,Lark Consultancy Hiring For golden international plastic,0 to 4 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/quality-controller-urgent-base-opening/lark-consultancy/11229671/
1121,Immediately hiring for A.B.M & Maintenance Supervisor,GV Recruiting Solutions,0 to 4 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/immediately-hiring-for-abm-maintenance-supervisor/gv-recruiting-solutions/11229675/
1122,Required Sales Manager  In FMCG Company,Gateway Careers Enterprises,0 to 4 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/required-sales-manager-jobs-in-fmcg-company/gateway-careers-enterprises/11229771/
1123,Hiring For Back office Executive/Back operation/Data Entry operator,GK Recruitment Services,0 to 3 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/hiring-for-back-office-executiveback-operationdata-entry-operator/gk-recruitment-services/11229667/
1124,Outbound Executive,AHR Advisory Services Pvt Ltd,0 to 5 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/outbound-executive/ahr-advisory-services-pvt-ltd/11229658/
1125,payroll onroll bancassurance ''life insurance'',SUPRO INFO SOLUTIONS PRIVATE LIMITED,2 to 7 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/payroll-onroll-bancassurance-life-insurance/supro-info-solutions-private-limited/11229647/
1126,Executive Assistant  to CMD (Female only),Hiring booster Staffing Services Hiring For Top Petroleum Company,5 to 10 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/executive-assistant-to-cmd-female-only/hiring-booster-staffing-services/11229637/
1127, |Urgent BDM with 2 Year experince in sales (B2C) ||Mumbai||,PILOTFISH Koncepts Consultants & Projects Pvt Ltd,2 to 6 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/job-urgent-bdm-with-2-year-experince-in-sales-b2c-mumbai/pilotfish-koncepts-consultants-projects-pvt-ltd/11229625/
1128,Required Sales Executive In FMCG Company,Gateway Careers Enterprises,0 to 4 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/required-sales-executive-in-fmcg-company/gateway-careers-enterprises/11229681/
1129,Hiring US Accountants,SMART EDGE HR Solutions,2 to 4 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/hiring-us-accountants/smart-edge-hr-solutions/11229595/
1130,"Test Engineer at Mahape, Navi Mumbai.",Job Search,3 to 8 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/test-engineer-at-mahape-navi-mumbai/job-search/11229593/
1131,"Call Center Executive, BPO Associate, U.K / U.S / AUS Shift, SAL 34K",Varda HR LLP,2 to 7 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/call-center-executive-bpo-associate-uk-us-aus-shift-sal-k/varda-hr-llp/11229582/
1132,Business Development- Field Sales Specialist,AASAANJOBS PRIVATE LIMITED,2 to 6 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/business-development-field-sales-specialist/aasaanjobs-private-limited/11229535/
1133,Video Creator,CopperGate Consultants Hiring For A well known company,2 to 5 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/video-creator/coppergate-consultants/11229559/
1134,Associate Financial Service Manager,CopperGate Consultants Hiring For A well known company,0 to 2 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/associate-financial-service-manager/coppergate-consultants/11229533/
1135,Senior Assistant Manager Finance,ZETTA WOMEN Hiring For a leading NBFC in Mumbai,4 to 9 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/senior-assistant-manager-finance/zetta-women/11229516/
1136,Sales Manager-On Roll,SUPRO INFO SOLUTIONS PRIVATE LIMITED,2 to 7 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/sales-manager-on-roll/supro-info-solutions-private-limited/11229519/
1137,Opening For Relationship Manager in a reputed Banking sector,JOBS IN POCKET,0 to 2 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/opening-for-relationship-manager-in-a-reputed-banking-sector/jobs-in-pocket/11229477/
1138,Regional Head Sales,10X Ace Auxiliary Services Pvt Ltd,0 to 3 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/regional-head-sales/10x-ace-auxiliary-services-pvt-ltd/11229430/
1139,Manager Account,Talent Corner Hr Services Pvt Ltd,4 to 9 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/manager-account/talent-corner-hr-services-pvt-ltd/11208679/
1140,Collection CRM - Real Estate,VNU CONSULTING SERVICES Hiring For VnU Consulting Services,3 to 8 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/collection-crm-real-estate/vnu-consulting-services/11229405/
1141,Civil Engineer,WB Consultancy Services Hiring For Petroleum Geo-Services,10 to 20 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/civil-engineer/wb-consultancy-services/11229363/
1142,process engineer,WB Consultancy Services Hiring For Petroleum Geo-Services,9 to 14 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/process-engineer/wb-consultancy-services/11229325/
1143,petroleum engineer,WB Consultancy Services Hiring For Petroleum Geo-Services,10 to 20 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/petroleum-engineer/wb-consultancy-services/11229295/
1144,Service Delivery Manager,ISKON BUSINESS SOLUTIONS,1 to 5 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/service-delivery-manager/iskon-business-solutions/11229312/
1145,voice process-30k-satsun off-freshers,HIRE HUNTERS,0 to 4 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/voice-process-k-satsun-off-freshers/hire-hunters/11229292/
1146,Area Sales Officer,BLUESCOPE AV TECHNOLOGIES PRIVATE LIMITED,0 to 1 Yr,"Feb 11, 2021",https://www.shine.com/jobs/area-sales-officer/bluescope-av-technologies-private-limited/11229250/
1147,Tele Caller- Female,Achieve High HR Services,0 to 4 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/tele-caller-female/achieve-high-hr-services/10973968/
1148,Pipeline Inspection Pipeline Inspector,WB Consultancy Services Hiring For Petroleum Geo-Services,9 to 14 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/pipeline-inspection-pipeline-inspector/wb-consultancy-services/11229230/
1149,Computer Operator & Office Clerk,S P Teleshoping,0 to 4 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/computer-operator-office-clerk/s-p-teleshoping/11229264/
1150, Opening For Account Executive in Day Shift in Ulhasnagar Location,Apex Consultancy Services,1 to 3 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/job-opening-for-account-executive-in-day-shift-in-ulhasnagar-location/apex-consultancy-services/11229238/
1151,Store Manager & Office Clerk,S P Teleshoping,0 to 4 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/store-manager-office-clerk/s-p-teleshoping/11229212/
1152,Electrician,WB Consultancy Services Hiring For Petroleum Geo-Services,8 to 13 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/electrician/wb-consultancy-services/11229209/
1153,Telecaller(Immediate)_Real Estate Industry_Female_Navi Mumbai_2 L,Seven consultancy,0 to 3 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/telecallerimmediate_real-estate-industry_female_navi-mumbai_2-l/seven-consultancy/11229204/
1154,Customer Care Head - kandivali,Makwana Enterprises,1 to 6 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/customer-care-head-kandivali/makwana-enterprises/11229207/
1155,drilling engineer,WB Consultancy Services Hiring For Petroleum Geo-Services,9 to 14 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/drilling-engineer/wb-consultancy-services/11229193/
1156,Operations Manager,WB Consultancy Services Hiring For Petroleum Geo-Services,8 to 13 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/operations-manager/wb-consultancy-services/11229174/
1157,Chemical engineers,WB Consultancy Services Hiring For Petroleum Geo-Services,9 to 14 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/chemical-engineers/wb-consultancy-services/11229162/
1158,Senior Digital Marketing Executive,Access Partners Hiring For ACCESS PARTNERS,7 to 12 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/senior-digital-marketing-executive/access-partners/11229159/
1159,Business Associate,Dexterous Inc Hiring For Clive Incorporation,0 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/business-associate/dexterous-inc/11229138/
1160,export sales coordinator,WB Consultancy Services Hiring For Geophysical Service,9 to 14 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/export-sales-coordinator/wb-consultancy-services/11229141/
1161,Adobe FLEX  - Technical Lead,THINKAPPS SOLUTIONS PRIVATE LIMITED,8 to 10 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/adobe-flex-technical-lead/thinkapps-solutions-private-limited/11229123/
1162,Senior Sales Marketing Associate,SUPRO INFO SOLUTIONS PRIVATE LIMITED,2 to 7 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/senior-sales-marketing-associate/supro-info-solutions-private-limited/11229128/
1163,Agency Manager,Smart One Consultancy Hiring For ADITYA BIRLA HEALTH INSURANCE COMPANY,0 to 2 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/agency-manager/smart-one-consultancy/11229134/
1164,Marketing Executive,Aviyana Ventures Pvt. Ltd.,0 to 1 Yr,"Feb 11, 2021",https://www.shine.com/jobs/marketing-executive/aviyana-ventures-pvt-ltd/11229111/
1165,Business Process Manager,WB Consultancy Services Hiring For Petroleum Geo-Services,10 to 20 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/business-process-manager/wb-consultancy-services/11229108/
1166,HVAC Supervisor,WB Consultancy Services Hiring For Petroleum Geo-Services,9 to 14 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/hvac-supervisor/wb-consultancy-services/11229091/
1167,Viticulturist,Amsa Praveen Kumar Hiring For Seven Consultancy,1 to 5 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/viticulturist/amsa-praveen-kumar/11229061/
1168,Tele Caller,Placement Local,0 to 3 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/tele-caller/placement-local/11229080/
1169,Tele Sales Executive,Placement Local,0 to 2 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/tele-sales-executive/placement-local/11222395/
1170,geochemistry manager,WB Consultancy Services Hiring For Geophysical Service,9 to 14 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/geochemistry-manager/wb-consultancy-services/11229074/
1171,BPO-VOICE-SATSUNOFF-25K-FRESHRES CAN APPLY,HIRE HUNTERS,0 to 4 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/bpo-voice-satsunoff-k-freshres-can-apply/hire-hunters/11229073/
1172,Receptionist & Supervisor,Unity Enterprises,0 to 4 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/receptionist-supervisor/unity-enterprises/11229084/
1173,Immediately hiring for Store Manager,GV Recruiting Solutions,0 to 4 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/immediately-hiring-for-store-manager/gv-recruiting-solutions/11229069/
1174,Automation Engineer,Radhey Recruiter Hiring For AMPEL,0 to 4 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/automation-engineer/radhey-recruiter/11229045/
1175,Urgent Opening for IT and Non- IT Recruitment Specialist for Mumbai (Sakinaka),Genius Consultants Limited,2 to 6 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/urgent-opening-for-it-and-non-it-recruitment-specialist-for-mumbai-sakinaka/genius-consultants-limited/11229081/
1176,Sales Executive-pharma and personal care sales,Philomena Pereira Hiring For Indent Pharma chem Pvt LTD,2 to 5 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/sales-executive-pharma-and-personal-care-sales/philomena-pereira/11229181/
1177,Administration Manager,WB Consultancy Services Hiring For WB Consultancy Services,10 to 20 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/administration-manager/wb-consultancy-services/11229004/
1178,Safety Supervisor,Harsh Vardhan Singh Chundawat Hiring For imperial,1 to 6 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/safety-supervisor/harsh-vardhan-singh-chundawat/11229006/
1179,Hiring for Desktop Support Engineer L1 & L2,Genius Consultants Limited Hiring For Wipro,0 to 2 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/hiring-for-desktop-support-engineer-l1-l2/genius-consultants-limited/11228984/
1180,Store Keeper,Neo Hiring Consultant,0 to 4 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/store-keeper/neo-hiring-consultant/11228953/
1181,Hiring_Fresher electrical Technician_Testing Industry_15k,Seven consultancy,3 to 5 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/hiring_fresher-electrical-technician_testing-industry_k/seven-consultancy/11228945/
1182,Business Associate - Fresher,PIONEERS,0 to 2 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/business-associate-fresher/pioneers/11228946/
1183,Environmental engineer,WB Consultancy Services Hiring For WB Consultancy Services,9 to 14 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/environmental-engineer/wb-consultancy-services/11228903/
1184,Maintenance,WB Consultancy Services Hiring For Petrofac,10 to 20 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/maintenance/wb-consultancy-services/11228916/
1185,HR RECRUITER - FEMALE - WORK FROM HOME - FREELANCER,Lydia Recruiters Hiring For HRMS,2 to 7 Yrs,"Feb 11, 2021",https://www.shine.com/jobs/hr-recruiter-female-work-from-home-freelancer/lydia-recruiters/11228928/
